iter	MultiClass
190	0.005453374247
191	0.005401554157
192	0.005352271282
193	0.005313539656
194	0.005281521857
195	0.005257398991
196	0.005234911305
197	0.005203543325
198	0.005156939712
199	0.005112027458
200	0.005083895405
201	0.005040227167
202	0.00498068863
203	0.004945938465
204	0.004914075648
205	0.004873257398
206	0.004848636024
207	0.004821273355
208	0.00479094001
209	0.004752142459
210	0.0047258113
211	0.004708773485
212	0.004676709247
213	0.004646070958
214	0.004613874991
215	0.004578065394
216	0.004554500433
217	0.004521121317
218	0.004503134097
219	0.00446649467
220	0.0044433575
221	0.004412560005
222	0.004389801119
223	0.00436938621
224	0.004346986645
225	0.004315025093
226	0.004283485709
227	0.004252466829
228	0.004232636474
229	0.00420378988
230	0.004170644826
231	0.004144411531
232	0.004116648668
233	0.004086165162
234	0.004056249885
235	0.004037595846
236	0.004010148364
237	0.003991289547
238	0.003962111849
239	0.003948493874
240	0.003919393589
241	0.003885163082
242	0.003870037421
243	0.003854165191
244	0.003834565089
245	0.003808287994
246	0.003783976682
247	0.003771503813
248	0.003745679115
249	0.003725332792
250	0.003702990767
251	0.003688075117
252	0.00366411721
253	0.00365000741
254	0.003636706847
255	0.003614124002
256	0.003600310834
257	0.003577496409
258	0.003563061004
259	0.003541675189
260	0.003520782407
261	0.003493716721
262	0.003480185259
263	0.00346730251
264	0.003446337932
265	0.003431153578
266	0.00341593803
267	0.00340104656
268	0.00338004486
269	0.003360618936
270	0.00333815248
271	0.003324133635
272	0.003312447771
273	0.00330138059
274	0.003282498089
275	0.003264628128
276	0.003253553254
277	0.003236017948
278	0.003220631537
279	0.003210072607
280	0.003198489668
281	0.003181151631
282	0.003171111918
283	0.00315314971
284	0.003137735849
285	0.003130027214
286	0.003121529751
287	0.003111389394
288	0.003095731249
289	0.00308551311
290	0.0030760797
291	0.003060356305
292	0.003044461959
293	0.003027760557
294	0.003016936385
295	0.003003649046
296	0.002994935083
297	0.002986493588
298	0.002971409011
299	0.002961942198
300	0.002953117082
301	0.002939346451
302	0.002931236933
303	0.002916334302
304	0.002897791154
305	0.002886068801
306	0.002876989878
307	0.002868619966
308	0.002852131993
309	0.002842001342
310	0.002833916561
311	0.002820739438
312	0.002812355608
313	0.002799696462
314	0.002786859172
315	0.002774262303
316	0.002746921808
317	0.002738334893
318	0.002730259507
319	0.002711263667
320	0.002699528652
321	0.002681074656
322	0.002668210176
323	0.002660821039
324	0.002642969759
325	0.002631101095
326	0.002623296264
327	0.002612048745
328	0.002600396537
329	0.002593491875
330	0.002584781306
331	0.00257731774
332	0.002562979839
333	0.002553874356
334	0.002547272983
335	0.00253641776
336	0.002529200761
337	0.002514915405
338	0.002513638256
339	0.002509087156
340	0.002498828668
341	0.002495273036
342	0.00248415993
343	0.002477878426
344	0.002472420696
345	0.002462472359
346	0.002455756337
347	0.002449691537
348	0.002439479918
349	0.00243614055
350	0.002426494562
351	0.002418048418
352	0.002408101915
353	0.002401983079
354	0.002392388432
355	0.002387505487
356	0.002381250225
357	0.002373495966
358	0.002367887198
359	0.002361358052
360	0.002352314226
361	0.002345879595
362	0.002339007873
363	0.002330157568
364	0.002321364003
365	0.002312831609
366	0.00230509752
367	0.002301013054
368	0.00229466607
369	0.002289444954
370	0.002288393937
371	0.002283138123
372	0.002277815258
373	0.002270627916
374	0.002267063063
375	0.002262414053
376	0.002249417039
377	0.002241004996
378	0.002233760364
379	0.002225400319
380	0.00221696582
381	0.002212835542
382	0.002207717495
383	0.002199841826
384	0.002193485284
385	0.00218410101
386	0.002180622911
387	0.002175887376
388	0.002169678539
389	0.002166139977
390	0.002160906675
391	0.002155976487
392	0.0021484763
393	0.002140270789
394	0.002135040583
395	0.002124037808
396	0.002116763818
397	0.002111205814
398	0.002104754824
399	0.002097370329
400	0.002090079103
401	0.002083047528
402	0.002076994798
403	0.002072686977
404	0.002069537588
405	0.002064761004
406	0.002060934171
407	0.002053054547
408	0.002045799066
409	0.002040545308
410	0.002033485908
411	0.002027718762
412	0.002022947168
413	0.002012674215
414	0.002008525197
415	0.002002539349
416	0.001997883193
417	0.001993411064
418	0.001989135971
419	0.001984985604
420	0.001978414787
421	0.001972824815
422	0.00196888291
423	0.00196266261
424	0.001958711121
425	0.001946539269
426	0.001942170721
427	0.001937290967
428	0.001932474974
429	0.001928598855
430	0.001924881064
431	0.00191889903
432	0.001913582821
433	0.001909409821
434	0.001907316183
435	0.001903771477
436	0.001897417781
437	0.001892331554
438	0.001888827827
439	0.001882242558
440	0.0018802369
441	0.001874578785
442	0.001868957702
443	0.001860239135
444	0.001857706172
445	0.001851863983
446	0.001851092432
447	0.001850366683
448	0.001844892416
449	0.001841300241
450	0.00184062714
451	0.001837921168
452	0.001834757843
453	0.00183006504
454	0.001826759497
455	0.001823603802
456	0.001818289403
457	0.001815086178
458	0.001808020845
459	0.001804425683
460	0.001799187526
461	0.001797566312
462	0.001792238468
463	0.001790024771
464	0.001786275313
465	0.00177908036
466	0.001774025841
467	0.001770396634
468	0.001764949856
469	0.00176395679
470	0.001760847571
471	0.001757760814
472	0.001753714758
473	0.001749800079
474	0.001745139945
475	0.00174186564
476	0.001737898971
477	0.001735473215
478	0.001728112665
479	0.001723479803
480	0.001716212449
481	0.00170913544
482	0.001705862418
483	0.001701864185
484	0.001699024533
485	0.001693967498
486	0.001692854055
487	0.001687986002
488	0.001683449222
489	0.001679186501
490	0.001674252799
491	0.001671166313
492	0.001669511399
493	0.001667116834
494	0.001664558859
495	0.00166233098
496	0.001659364572
497	0.00165315661
498	0.001651036022
499	0.00164799797
500	0.001638103298
501	0.001631592274
502	0.001627360775
503	0.001622469063
504	0.001616111044
505	0.001611824562
506	0.001605826219
507	0.001601346272
508	0.001596663572
509	0.001592222889
510	0.001588819464
511	0.001584580582
512	0.001580696144
513	0.001577520231
514	0.001571547315
515	0.001568422629
516	0.001564717977
517	0.001562795777
518	0.001561026964
519	0.00155606541
520	0.001551643407
521	0.001549814661
522	0.001545429697
523	0.001543765312
524	0.001541358222
525	0.001537235455
526	0.001531597366
527	0.001527512149
528	0.0015219688
529	0.001521450596
530	0.001518098707
531	0.001516442896
532	0.00151288852
533	0.001511596307
534	0.001510026629
535	0.001506412066
536	0.001506075471
537	0.001502240926
538	0.00149854622
539	0.001495315117
540	0.001493208114
541	0.001489847178
542	0.001487352455
543	0.001483628251
544	0.001479553185
545	0.001479043492
546	0.00147679509
547	0.001471831728
548	0.001470449177
549	0.001467209465
550	0.001464789785
551	0.001459933853
552	0.001457516
553	0.00145572229
554	0.001453536965
555	0.001451184788
556	0.001443506973
557	0.001440881844
558	0.001438988239
559	0.00143656398
560	0.001434726779
561	0.001427224662
562	0.001423683254
563	0.001422318562
564	0.001420268995
565	0.001417351444
566	0.001415095509
567	0.001411446869
568	0.001409417793
569	0.001404716844
570	0.001400067425
571	0.001397566333
572	0.001392982165
573	0.001389915384
574	0.001382879597
575	0.001379619409
576	0.001376739123
577	0.001373746814
578	0.001371802342
579	0.001368971442
580	0.001364584451
581	0.001361720513
582	0.001361339275
583	0.001359473094
584	0.001358441253
585	0.001356269301
586	0.001352915828
587	0.001350301995
588	0.001348088375
589	0.001344681743
590	0.001340460579
591	0.001338424287
592	0.001337103108
593	0.001330164541
594	0.001327146573
595	0.001325273489
596	0.001322507368
597	0.001320740161
598	0.001318981628
599	0.001317426142
600	0.001314610976
601	0.001312512096
602	0.00130937793
603	0.001306679778
604	0.001305011035
605	0.001303167712
606	0.001301494394
607	0.001297552904
608	0.001295691774
609	0.001293521104
610	0.00129249679
611	0.001290773979
612	0.001288910681
613	0.001287053363
614	0.001284647554
615	0.001282765371
616	0.00128115806
617	0.001279245569
618	0.001277724048
619	0.001275875679
620	0.001273654782
621	0.001271921347
622	0.001265635041
623	0.001263923412
624	0.001261170167
625	0.00125990628
626	0.001258528522
627	0.001252375158
628	0.001248746925
629	0.001247718512
630	0.001245272849
631	0.001241722412
632	0.001239070641
633	0.001238082804
634	0.00123603788
635	0.001234632344
636	0.00123236637
637	0.00123065891
638	0.001227157805
639	0.001225655522
640	0.001223297072
641	0.001220266834
642	0.00121926678
643	0.001217318267
644	0.001214988517
645	0.001209258701
646	0.001207331807
647	0.001204986898
648	0.001201678421
649	0.00119959839
650	0.001198244415
651	0.001196041246
652	0.001194692949
653	0.001190217122
654	0.001187997626
655	0.001186572055
656	0.001184366894
657	0.001182113754
658	0.001180108337
659	0.001178124371
660	0.001175874111
661	0.001175613132
662	0.001174058594
663	0.001172655846
664	0.001170106196
665	0.001168506086
666	0.001165362711
667	0.001163899761
668	0.001163606818
669	0.001158354654
670	0.001156608849
671	0.001154731072
672	0.001151703189
673	0.00115070409
674	0.001148865409
675	0.001146801679
676	0.001145453378
677	0.00114244361
678	0.001139760372
679	0.001138286851
680	0.001137398376
681	0.001135982045
682	0.001133370885
683	0.001133222604
684	0.001132086232
685	0.001130083352
686	0.001129217007
687	0.001126295051
688	0.001125176584
689	0.001124817644
690	0.001123129879
691	0.001120949903
692	0.001119680202
693	0.001117720612
694	0.001116534999
695	0.001115243178
696	0.001113348599
697	0.001111473205
698	0.001109543356
699	0.001108318263
700	0.001106392913
701	0.00110452972
702	0.001104234112
703	0.001102977817
704	0.00110159784
705	0.001101328387
706	0.001099053404
707	0.001098476522
708	0.00109783135
709	0.00109689929
710	0.001092227574
711	0.001090948459
712	0.001088232207
713	0.001086520123
714	0.001084676461
715	0.001082627363
716	0.001080832006
717	0.001079436871
718	0.001077665251
719	0.001075533743
720	0.001074850721
721	0.001070652848
722	0.001068056365
723	0.00106570081
724	0.001063120465
725	0.001061721184
726	0.001059682557
727	0.001058745468
728	0.001058192826
729	0.001057352974
730	0.001055965848
731	0.001053948981
732	0.001052632355
733	0.001052104871
734	0.001050212704
735	0.001049939418
736	0.001049691004
737	0.00104946245
738	0.001047963927
739	0.001046405753
740	0.001044835664
741	0.00104293235
742	0.001040966979
743	0.001039476899
744	0.00103869849
745	0.001036260938
746	0.001032097058
747	0.001030403067
748	0.001028007359
749	0.001025580581
750	0.001023203633
751	0.001020812499
752	0.001018486555
753	0.001017996225
754	0.001017814161
755	0.001015484109
756	0.001013172025
757	0.001012013684
758	0.001011528772
759	0.001010032701
760	0.001008277347
761	0.001007176747
762	0.001006032531
763	0.00100376693
764	0.001002869375
765	0.001001399804
766	0.001000640142
767	0.0009993245558
768	0.0009982098614
769	0.000996838961
770	0.0009961570462
771	0.000992310381
772	0.0009912050999
773	0.0009890124466
774	0.0009878614691
775	0.000986098656
776	0.0009851181957
777	0.0009840230835
778	0.0009818675569
779	0.0009807053787
780	0.0009792471307
781	0.0009784833051
782	0.0009763586052
783	0.0009761937186
784	0.0009741672725
785	0.0009736121457
786	0.0009719443418
787	0.0009706236431
788	0.0009698646085
789	0.0009684003062
790	0.0009682002863
791	0.0009665680038
792	0.0009659691607
793	0.0009651491255
794	0.0009649276302
795	0.0009647148805
796	0.0009625275894
797	0.0009604470977
798	0.0009598653148
799	0.0009594245465
800	0.0009579921071
801	0.000955980041
802	0.0009539624551
803	0.0009504355675
804	0.0009484474144
805	0.0009469944872
806	0.000945451142
807	0.0009443648381
808	0.0009436853783
809	0.0009434854849
810	0.0009428471813
811	0.0009415695121
812	0.0009403956948
813	0.0009394011483
814	0.0009391650292
815	0.0009381452823
816	0.0009377241216
817	0.0009364402356
818	0.0009355383863
819	0.0009336190623
820	0.000933072955
821	0.0009303679635
822	0.0009290109324
823	0.0009288555118
824	0.0009268342457
825	0.0009266623142
826	0.0009260238246
827	0.0009227002382
828	0.0009213752248
829	0.0009201211103
830	0.0009188041234
831	0.0009173586699
832	0.0009153900239
833	0.0009141117225
834	0.0009130256922
835	0.0009118616508
836	0.0009116800561
837	0.0009102512938
838	0.000908437961
839	0.0009075909031
840	0.000906577013
841	0.0009051978851
842	0.0009037833249
843	0.0009019994491
844	0.000901782465
845	0.0009011910273
846	0.0008997033547
847	0.0008985733053
848	0.0008970959808
849	0.0008956436689
850	0.0008944303554
851	0.00089308177
852	0.0008926589812
853	0.0008909207209
854	0.0008907957562
855	0.000889595667
856	0.0008883662627
857	0.0008875985674
858	0.0008865251472
859	0.0008854856626
860	0.0008840713668
861	0.0008829469591
862	0.000882117749
863	0.0008804224529
864	0.0008790916883
865	0.0008776377345
866	0.0008775065947
867	0.000876388888
868	0.00087624648
869	0.0008752033113
870	0.0008740138106
871	0.0008734306683
872	0.0008729397804
873	0.0008722047311
874	0.0008720534659
875	0.0008691074293
876	0.0008689229243
877	0.0008687709024
878	0.0008671343103
879	0.0008644116291
880	0.0008631123416
881	0.0008604161992
882	0.0008588149032
883	0.0008587027881
884	0.0008585164425
885	0.0008571881587
886	0.000856580866
887	0.0008551845226
888	0.0008540388545
889	0.0008538650292
890	0.0008522940862
891	0.0008511950186
892	0.0008510593428
893	0.0008509278445
894	0.0008496813535
895	0.0008485255093
896	0.0008475045988
897	0.0008464957993
898	0.0008463098689
899	0.0008454770628
900	0.0008449781287
901	0.0008448529491
902	0.0008441525446
903	0.0008425699495
904	0.0008409190934
905	0.0008398209057
906	0.000839285746
907	0.0008380895379
908	0.0008353692493
909	0.0008342861776
910	0.0008333116427
911	0.0008331779665
912	0.0008316848462
913	0.0008306490086
914	0.0008293256049
915	0.0008286259995
916	0.0008278766721
917	0.0008264043994
918	0.0008255279016
919	0.0008243712013
920	0.0008241848887
921	0.0008240226089
922	0.0008236532378
923	0.0008229377671
924	0.0008214867747
925	0.0008200445599
926	0.0008192653315
927	0.0008187452383
928	0.0008163948826
929	0.0008153867183
930	0.0008142632429
931	0.0008141523633
932	0.0008133118552
933	0.0008121610543
934	0.000811692262
935	0.0008111459537
936	0.0008100016915
937	0.0008098631087
938	0.0008087179683
939	0.0008072540702
940	0.0008065000041
941	0.0008057574572
942	0.0008032426367
943	0.0008025527658
944	0.0008015454719
945	0.0008005131655
946	0.0007995586883
947	0.000799444352
948	0.0007984500293
949	0.0007969724422
950	0.0007958967536
951	0.0007953725377
952	0.0007940228712
953	0.0007926810741
954	0.0007922723725
955	0.0007914407589
956	0.0007908102607
957	0.0007896700002
958	0.0007887091949
959	0.0007879875435
960	0.0007866164959
961	0.000786447413
962	0.0007851362834
963	0.0007841797858
964	0.0007833270853
965	0.0007826325242
966	0.0007816824616
967	0.0007807729196
968	0.000779942964
969	0.0007785364162
970	0.0007774835727
971	0.0007763242966
972	0.000775046363
973	0.0007737756685
974	0.0007725215096
975	0.0007720835242
976	0.0007715815271
977	0.0007706579288
978	0.00076981522
979	0.0007685091517
980	0.0007676217148
981	0.0007674760223
982	0.0007673421673
983	0.0007662799453
984	0.0007654320341
985	0.0007647184752
986	0.0007635532688
987	0.0007625340768
988	0.0007620222415
989	0.0007612867183
990	0.0007604738012
991	0.0007592575317
992	0.0007579268892
993	0.0007572003283
994	0.0007563343914
995	0.0007554476182
996	0.0007542581906
997	0.000754119031
998	0.0007529278252
999	0.0007526194542
006461176298
992	0.0006453034331
993	0.0006451968538
994	0.000645079963
995	0.000644431021
996	0.0006443172831
997	0.0006435721107
998	0.0006427909799
999	0.0006415242538
